,p_max,p_min,p_avg,p_std,p_var,p_mid,vx_max,vx_min,vx_avg,vx_std,vx_var,vx_mid,vy_max,vy_min,vy_avg,vy_std,vy_var,vy_mid
6_816,0.9809365,-1.3567843,-0.12771706,0.35381538,0.12518533,0.021574736,56.929287,0.0,36.01008,9.724191,94.55989,37.070915,31.981104,-15.008324,1.4284976,5.583442,31.174828,1.3417718
6_817,0.96793574,-1.2434845,-0.12686738,0.36366862,0.13225487,0.06704142,56.32614,0.0,36.130836,9.881492,97.64388,36.574677,31.870972,-11.794942,1.4628325,5.4723773,29.946913,1.0144348
6_818,0.9805727,-1.152913,-0.14840426,0.3809504,0.1451232,0.03988895,54.675495,0.0,36.045696,10.473951,109.70366,36.98994,32.167408,-14.10725,1.5598114,5.9558725,35.47242,1.058213
6_819,0.97551334,-1.1734673,-0.12839195,0.31772268,0.10094769,0.03882721,51.871994,0.0,36.33564,9.437961,89.075096,37.074318,37.352337,-13.980995,1.5508809,4.923538,24.24123,1.3721772
6_820,0.9619332,-1.4338778,-0.13541603,0.4135396,0.17101498,0.08298004,58.515083,0.0,36.104027,10.312507,106.34779,35.869965,30.501652,-8.114484,1.496,5.9853096,35.82393,0.9108945
6_821,0.98536354,-1.4869864,-0.13255173,0.39014527,0.15221334,0.072135024,58.085484,0.0,35.872047,10.162841,103.28333,36.586838,31.899437,-14.741238,1.3913939,5.8816886,34.59426,0.69730747
6_822,0.98595876,-0.9267014,-0.13787048,0.324488,0.10529247,-0.029994106,51.612907,0.0,36.325546,9.655743,93.23337,37.497375,35.908333,-13.486621,1.5137713,5.250448,27.567205,1.3932874
6_823,0.9892106,-1.4229116,-0.14870775,0.427748,0.18296835,0.058586877,57.70377,0.0,35.674778,10.85107,117.74572,36.36331,33.35491,-16.232285,1.591536,6.4451876,41.540443,0.9983641
6_824,0.95057076,-1.067183,-0.14615776,0.3599039,0.12953082,0.0038279402,54.308372,-1.8170079,36.21855,10.619456,112.77286,36.840397,36.685238,-9.1646805,1.7697613,5.456098,29.769005,1.5461121
6_825,0.98508865,-1.4803553,-0.1467209,0.40001214,0.16000971,0.029423319,57.634224,-0.5096409,36.081562,10.702373,114.54079,36.517,35.636536,-10.838292,1.4546584,5.970961,35.652374,0.91313076
6_826,0.9766493,-1.2306833,-0.13845398,0.37356046,0.13954742,0.012382574,53.815315,0.0,35.959263,10.48655,109.96774,36.610237,37.41687,-13.7429695,1.574833,5.753483,33.102562,1.4449184
6_827,0.96591383,-1.4787658,-0.14973262,0.42265323,0.17863575,0.024463812,59.016525,0.0,35.860607,10.917581,119.193565,36.359596,31.686375,-11.053018,1.7073839,6.324932,40.004765,1.2943954
6_828,0.98014396,-1.2564205,-0.1453477,0.387743,0.15034463,0.055194385,55.131134,-0.354334,36.025055,10.435354,108.896614,36.714016,32.977818,-13.72675,1.5223716,5.9158297,34.99704,0.9641822
6_829,0.9765717,-1.3093934,-0.14460778,0.39825216,0.15860479,0.077916026,56.953907,-0.14635806,35.9447,10.929912,119.46296,36.210197,29.487453,-12.231949,1.644039,6.0022736,36.02729,1.0416079
6_830,0.9805879,-1.4504042,-0.14458564,0.41872782,0.17533298,0.068235725,58.12726,0.0,35.780315,10.625286,112.89671,36.505306,31.0895,-14.398523,1.518114,6.323415,39.985573,1.1074588
6_831,0.9755811,-1.2980777,-0.14447063,0.41035572,0.16839181,-0.0020940178,56.28663,0.0,35.76687,10.639023,113.1888,36.477806,32.97928,-14.159518,1.6307602,6.295097,39.628246,1.054924
6_832,0.97171926,-1.2664816,-0.12005004,0.35487062,0.12593316,0.07036103,53.422222,0.0,36.01231,9.763448,95.32492,36.536697,36.492035,-13.372383,1.4423596,5.1591325,26.616646,0.7760897
6_833,0.9710529,-1.1398948,-0.13310051,0.371646,0.13812074,0.0487595,53.471092,0.0,36.04098,10.056328,101.12972,36.338207,34.015537,-13.551373,1.5796678,5.5533376,30.839556,1.3160121
6_834,0.968461,-1.1943374,-0.12816367,0.34619832,0.11985328,-0.006849889,55.14088,0.0,36.1969,9.720972,94.4973,37.03351,34.75179,-11.588241,1.4309338,5.394723,29.103035,1.2276859
6_835,0.9724219,-1.4045936,-0.1199752,0.36302233,0.13178521,0.06769406,57.982082,0.0,36.061275,9.676293,93.63066,36.526997,29.175568,-12.078233,1.3698106,5.477437,30.002317,0.9881475
6_836,0.97604734,-1.3435796,-0.13317041,0.39555478,0.1564636,0.023021443,54.805813,-0.005234646,36.09358,10.285416,105.78978,36.030903,38.45387,-12.14044,1.5788915,5.7127023,32.634968,1.0269953
6_837,0.98745143,-1.6574206,-0.11790563,0.34087896,0.11619846,0.00017334065,58.535137,0.0,35.933918,9.500717,90.26362,37.08512,38.762787,-12.960185,1.346961,5.1604695,26.630447,0.8703908
6_838,0.98590326,-1.2740268,-0.14009374,0.39421323,0.15540408,-0.0061510634,53.262398,0.0,35.86284,10.412542,108.421036,36.453247,37.045414,-11.861878,1.5736076,5.917543,35.017315,1.2765412
6_839,0.96088773,-1.0975044,-0.1172666,0.35532182,0.12625359,0.06767532,53.794445,0.0,36.073593,9.530662,90.8335,36.582428,30.961056,-10.430062,1.3899987,5.267829,27.750023,0.8198023
6_840,0.96937025,-1.2570643,-0.14532799,0.3900836,0.15216522,-0.009172276,55.84819,0.0,35.847546,10.671553,113.88203,36.994484,32.48792,-10.916359,1.4763186,6.1151037,37.394493,1.2539192
6_841,0.97508085,-1.1770909,-0.1377681,0.36555085,0.13362741,0.0063421493,54.94017,0.0,36.081326,10.057366,101.15063,36.956203,33.325085,-13.2420025,1.5695922,5.7393866,32.940556,1.4665736
6_842,0.979083,-1.5031799,-0.13978174,0.43083355,0.18561754,0.08032754,58.391197,0.0,35.37225,11.187121,125.151695,36.391056,32.373547,-14.811893,1.4163129,6.380358,40.708973,0.7345527
6_843,0.9715311,-1.2918137,-0.13143538,0.3715299,0.13803448,0.022013368,56.129025,0.0,36.078163,9.800813,96.05592,36.69787,29.926184,-10.631933,1.4695077,5.697092,32.456856,0.9980674
6_844,0.95141554,-1.1159335,-0.13078868,0.35426825,0.125506,0.04163034,52.45457,0.0,36.1354,9.110721,83.00523,37.338444,29.495232,-13.405727,1.2271106,5.5343237,30.628738,0.9769095
6_845,0.9668703,-1.5758837,-0.13620065,0.41746217,0.17427465,0.08365439,59.65968,0.0,35.62484,10.5795555,111.926994,36.74376,30.582108,-13.728664,1.3340762,6.2542763,39.115974,0.7337829
6_846,0.9848275,-1.5545198,-0.14956577,0.43241945,0.18698658,0.06099561,59.6598,0.0,35.900352,10.93391,119.5504,36.354572,33.184044,-12.021371,1.4370607,6.4445443,41.532154,0.7871008
6_847,0.97000295,-1.0799519,-0.13883607,0.3326374,0.11064764,0.002745497,51.303356,0.0,36.23145,9.891694,97.84562,37.491745,34.92528,-12.208759,1.4427068,5.3485556,28.607044,1.4477099
6_848,0.97646165,-1.4484962,-0.14212203,0.39358398,0.15490834,0.008146685,58.13851,0.0,36.178493,10.216466,104.37618,36.71055,34.145638,-10.445396,1.4323195,6.0178275,36.21425,1.1687487
6_849,0.97829646,-1.3325317,-0.11643013,0.35471907,0.12582561,0.0802577,54.041306,0.0,36.003437,9.631402,92.7639,36.40976,36.43116,-11.373929,1.3422136,5.090415,25.912325,0.6936569
6_850,0.97694623,-1.7680316,-0.12766097,0.36791593,0.13536213,-0.021486808,59.04971,0.0,36.145668,9.8670225,97.35814,36.627922,41.21198,-10.981684,1.4523654,5.453336,29.738873,1.0240095
6_851,0.9510346,-1.3449857,-0.12678811,0.37842026,0.1432019,0.061804663,57.288883,0.0,36.033398,9.989382,99.78775,36.390545,30.625933,-13.443438,1.4979961,5.696036,32.444824,0.8344158
6_852,0.9623974,-0.942469,-0.13642901,0.33534133,0.11245382,-0.002305061,51.90465,0.0,36.286957,9.804375,96.12577,37.16071,33.302216,-10.593833,1.5590255,5.29818,28.070713,1.5315019
6_853,0.9812118,-1.4218822,-0.13008067,0.3896318,0.15181294,0.06788815,57.17452,0.0,35.843002,10.057228,101.147835,36.339695,33.403385,-15.042487,1.386641,5.8148227,33.81216,0.7328339
6_854,0.982527,-1.3802408,-0.12645301,0.35205054,0.12393959,-0.012403389,57.08922,0.0,35.956116,9.766348,95.38155,36.951683,33.304707,-13.786222,1.4255635,5.575491,31.0861,1.2613363
6_855,0.9633728,-1.2049856,-0.12729894,0.34548298,0.119358495,0.04436422,54.05675,0.0,36.105247,9.566222,91.51261,36.946888,35.046906,-14.081456,1.3517902,5.3113923,28.210886,0.90820533
6_856,0.9552408,-1.207949,-0.1239181,0.33912,0.11500237,0.027301928,55.152542,0.0,36.164555,9.4396,89.10605,36.992474,31.31185,-12.787204,1.4481658,5.3073483,28.167946,1.2956345
6_857,0.97527856,-1.2470077,-0.14490855,0.39552063,0.15643656,0.008330924,56.32948,0.0,36.12081,10.408367,108.334114,36.629147,33.982002,-9.442145,1.5373155,5.9862027,35.834625,1.1840757
6_858,0.9670723,-1.0826412,-0.128717,0.33953372,0.115283154,0.016932212,53.7537,0.0,36.118706,9.776275,95.57555,36.868774,33.921036,-12.305307,1.5533303,5.2686095,27.758245,1.1112741
6_859,0.96420026,-1.1441092,-0.12266426,0.3380893,0.11430436,-0.009903634,52.49606,0.0,36.090553,9.600911,92.17749,36.85389,36.440933,-12.028353,1.4762318,5.1966004,27.004654,1.2785194
6_860,0.98643345,-1.4893924,-0.1340374,0.40000582,0.16000466,0.07153324,58.309822,0.0,35.84432,10.195472,103.94764,36.528816,31.551247,-13.6707945,1.3794765,6.0308046,36.370605,0.7344057
6_861,0.9647469,-1.1175505,-0.1441465,0.3685388,0.13582085,-0.008340591,51.93408,0.0,36.050632,10.402407,108.21007,36.87272,35.862442,-9.425707,1.5792246,5.6502385,31.925196,1.492647
6_862,0.9785276,-1.5045506,-0.13323031,0.42303887,0.17896187,0.06397121,59.34293,0.0,35.855556,10.498115,110.21041,35.882645,31.783321,-10.784019,1.4616286,6.1692305,38.059402,0.94535756
6_863,0.98460776,-1.2453376,-0.12797551,0.33819243,0.114374116,-0.008715377,52.996143,0.0,36.018482,9.931717,98.63901,36.807545,37.635983,-13.104701,1.5669425,5.251947,27.582947,1.47987
6_864,0.9855196,-1.1918857,-0.12110545,0.36651167,0.13433081,0.06280635,54.73001,0.0,35.928444,9.69732,94.03801,36.557076,35.1464,-14.55806,1.3657869,5.4688535,29.908356,1.0053563
6_865,0.98252827,-1.1666396,-0.1373323,0.35070318,0.12299272,0.012179224,54.71707,0.0,36.20693,9.883761,97.68874,37.106407,34.022556,-12.950438,1.6201514,5.5599737,30.91331,1.6001647
6_866,0.97142404,-1.1737343,-0.1404608,0.37532708,0.1408704,0.05269868,55.315647,0.0,36.306454,10.038944,100.7804,36.64241,35.77798,-12.906526,1.5143698,5.7258472,32.785324,1.3247745
6_867,0.9885754,-1.3544675,-0.120744795,0.36235008,0.13129757,0.05000364,56.37362,0.0,35.887512,9.6914835,93.92485,36.612442,34.961784,-15.726894,1.3790145,5.48727,30.11013,0.872771
6_868,0.9822333,-1.2194561,-0.13941097,0.3766675,0.1418784,0.03715755,55.418,0.0,35.801212,10.457775,109.36506,36.98257,32.445442,-15.391233,1.4392482,5.901614,34.82905,1.213463
6_869,0.9603453,-1.2399516,-0.11925224,0.35756025,0.12784934,0.051344816,55.446156,0.0,36.060837,9.53801,90.97363,36.62635,28.833784,-9.900799,1.387502,5.38122,28.957525,0.89750755
6_870,0.9792049,-1.2764255,-0.15064916,0.3792409,0.14382367,0.03043214,56.270172,-0.88841337,36.213192,10.486955,109.97621,36.62492,31.170908,-13.012216,1.6575733,5.962277,35.548748,1.5281636
6_871,0.9842275,-1.1564822,-0.14017972,0.36871037,0.13594735,0.010625645,54.72894,0.0,36.05718,10.170718,103.443504,36.940365,32.6566,-12.52938,1.5068605,5.8172307,33.840176,1.3392456
6_872,0.9723128,-1.392841,-0.11530157,0.3204811,0.10270812,0.050575554,55.55521,0.0,36.06545,9.435284,89.02458,37.252254,36.36172,-11.900179,1.2819587,4.9356823,24.360962,1.1518434
6_873,0.9700705,-1.4171863,-0.11849085,0.35371542,0.12511459,-0.0053335265,55.07806,0.0,36.12195,9.570057,91.58599,36.5111,39.320927,-9.950448,1.4349738,5.1637263,26.66407,1.0628939
6_874,0.9759185,-1.2508748,-0.14988124,0.4115144,0.16934411,0.07082035,56.468506,-0.9146091,35.89255,11.116959,123.58677,36.18197,32.63853,-11.500417,1.6936444,6.072988,36.881184,1.0288339
6_875,0.9772221,-1.3170273,-0.11840586,0.33831298,0.11445567,-0.008458316,56.508995,0.0,35.97501,9.550974,91.2211,37.151047,32.73602,-12.725997,1.3814192,5.3388596,28.50342,1.2467314
6_876,0.9775218,-1.393874,-0.13583766,0.40057975,0.16046414,0.06211819,57.153316,0.0,35.627533,10.561327,111.541626,36.669132,34.406937,-17.022339,1.4113203,6.0868363,37.049576,1.0100868
6_877,0.9888021,-1.382224,-0.12690495,0.37180248,0.13823709,0.008799617,55.134304,0.0,35.794235,10.015687,100.31398,36.691082,37.305275,-13.636892,1.4084011,5.637479,31.781166,1.1798927
6_878,0.96674716,-1.6978174,-0.12655012,0.37428203,0.14008704,0.027030578,60.538612,0.0,35.745327,9.976624,99.53301,37.20221,34.588036,-14.03933,1.2196852,5.722412,32.746002,0.700901
6_879,0.9785608,-1.4711177,-0.14846423,0.39305145,0.15448943,0.0019146906,58.181175,0.0,35.905235,10.523922,110.75294,37.126766,32.60611,-13.865766,1.4971567,6.2029624,38.47674,1.2763277
6_880,0.9618999,-1.0094868,-0.12918647,0.33617643,0.113014586,0.04958735,51.907684,0.0,36.126194,9.947732,98.95737,36.962456,36.008904,-13.36091,1.5984858,5.14497,26.470715,1.314157
6_881,0.9699758,-1.5167125,-0.15150978,0.4421494,0.19549608,0.05372965,58.87103,0.0,35.617874,11.101451,123.2422,36.419136,30.39208,-14.4978075,1.6066275,6.643187,44.13193,0.9845552
6_882,0.9718205,-1.3792217,-0.14818811,0.397407,0.15793233,-0.009846981,57.287514,0.0,36.08739,10.281484,105.708916,36.883396,31.231964,-11.611692,1.5975963,6.1368976,37.661514,1.159889
6_883,0.9820031,-1.2755213,-0.13382646,0.3663098,0.13418287,0.082123846,53.845535,0.0,36.047222,10.019917,100.39873,36.58145,35.507927,-11.561214,1.4291948,5.43357,29.523682,1.0030328
6_884,0.9835613,-1.4924022,-0.123071186,0.370306,0.13712652,0.018665139,55.884254,0.0,35.90266,9.828715,96.603645,36.34819,38.64757,-13.150382,1.4685583,5.4323816,29.510773,1.1461008
6_885,0.98641646,-1.4345648,-0.14881064,0.41902426,0.17558134,0.057522815,57.5873,0.0,35.77036,10.845385,117.62237,36.617664,31.378067,-12.629114,1.5082098,6.3485904,40.3046,1.0254775
6_886,0.96030265,-1.5186607,-0.14199673,0.42484492,0.1804932,0.05948672,58.948574,0.0,35.627262,10.903771,118.89223,36.502476,27.319025,-12.716885,1.5512712,6.3987055,40.94343,0.96794194
6_887,0.98094416,-1.4778811,-0.14963095,0.41313443,0.17068005,0.037189476,58.88218,0.0,35.94137,10.830599,117.30187,36.487957,29.112906,-12.261259,1.6228597,6.308309,39.79476,1.1265972
6_888,0.9869712,-1.5418123,-0.1282912,0.3856734,0.14874397,0.041696418,56.503433,0.0,35.831516,9.981382,99.62799,36.381218,38.64154,-13.374466,1.4375005,5.656162,31.992168,1.2264043
6_889,0.9869061,-1.5156784,-0.14159751,0.37517014,0.14075264,0.0077071567,57.12174,0.0,36.003075,10.305761,106.20872,36.934727,37.393555,-12.293572,1.5667686,5.730326,32.836636,1.2608267
6_890,0.9889343,-1.3257464,-0.13102506,0.37853405,0.14328802,0.028965304,54.930714,0.0,35.866337,10.090977,101.82782,36.677723,36.68537,-14.376698,1.458241,5.7144957,32.65546,1.2096089
6_891,0.9795443,-1.0877317,-0.15568435,0.36751133,0.13506459,-0.018470885,54.635735,-2.2085469,36.153313,10.976765,120.48937,36.889927,36.69457,-11.264528,1.8494425,5.7738657,33.337524,1.6924055
6_892,0.9682465,-1.5385885,-0.15116341,0.43650928,0.19054034,0.037121065,59.09638,0.0,35.66453,10.96683,120.27136,36.556396,31.393818,-13.726382,1.5488266,6.5945644,43.48828,0.9936224
6_893,0.9801555,-1.3868527,-0.13444267,0.36011383,0.12968196,0.04182367,54.896282,0.0,36.068947,9.951848,99.03928,36.69473,37.123333,-13.247339,1.5055207,5.479443,30.024298,1.2786069
6_894,0.9847827,-1.1067885,-0.1480566,0.3687096,0.13594677,-0.0012667797,53.586994,-0.64252275,36.201077,10.052843,101.05966,36.955738,33.59842,-12.994984,1.6774814,5.746989,33.027878,1.519608
6_895,0.9632004,-1.1244208,-0.13238306,0.38094682,0.14512049,0.06320863,54.161972,0.0,36.022495,9.945394,98.91085,36.512287,33.95119,-12.902434,1.4156485,5.6668463,32.113148,0.81764305
6_896,0.974777,-1.2806557,-0.15196046,0.3932803,0.15466939,0.027448624,56.79612,-0.04892629,36.063374,10.862187,117.98712,36.66956,32.110306,-10.409332,1.6773337,6.007242,36.08696,1.2537625
6_897,0.96153224,-1.4377989,-0.13740958,0.38263053,0.14640613,0.009115408,57.94765,0.0,36.100048,9.910232,98.21269,36.669575,29.311787,-11.419189,1.5571567,5.925791,35.114998,1.1221186
6_898,0.988467,-1.2726953,-0.15215315,0.39857587,0.15886272,0.057099454,56.01737,0.0,35.8726,10.881967,118.417206,36.894554,30.041668,-16.010798,1.6521695,6.235516,38.88166,1.2526042
6_899,0.97235847,-1.5448111,-0.120436154,0.36982372,0.13676958,0.056345902,57.457016,0.0,35.790432,9.813517,96.30511,36.53239,37.455082,-14.990168,1.3293809,5.4966764,30.21345,1.041354
6_900,0.9663236,-1.1209967,-0.12712204,0.35801426,0.1281742,0.056939665,54.066402,0.0,36.14377,9.741549,94.89777,36.688416,33.48327,-9.7758665,1.4938779,5.341905,28.535952,1.0793176
6_901,0.9801648,-1.1376023,-0.12676972,0.33462238,0.11197213,0.020245941,52.798588,0.0,35.980446,9.343469,87.30041,37.260426,32.684135,-14.722114,1.1845828,5.295222,28.039371,1.1081746
6_902,0.96001476,-1.3403673,-0.12155482,0.35767835,0.12793382,0.07334392,56.17738,0.0,36.26979,9.500406,90.25771,36.339386,35.676754,-10.139172,1.2839118,5.272235,27.79646,0.94733214
6_903,0.95908576,-1.6216242,-0.100860976,0.34882164,0.12167654,0.071631216,57.53754,0.0,35.874897,9.196334,84.572556,36.034256,38.892677,-10.893759,1.2708886,4.830947,23.338049,0.8264396
6_904,0.9738954,-1.2376723,-0.14426836,0.34346458,0.11796791,-0.0207466,52.453487,0.0,36.23536,10.244712,104.954124,37.14042,37.62389,-13.058001,1.600581,5.5549283,30.85723,1.6802404
6_905,0.9833717,-1.3227749,-0.12895124,0.37050545,0.13727428,0.06754385,53.748104,0.0,36.045147,10.137476,102.76841,36.242065,37.982555,-12.035742,1.4953105,5.4252157,29.432968,1.2721959
6_906,0.9374017,-1.3022327,-0.14796795,0.38818035,0.15068398,0.013242013,56.446934,0.0,36.099728,10.340795,106.93204,37.013397,28.868607,-10.738512,1.5077314,6.031637,36.38065,1.0342953
6_907,0.9708694,-1.261677,-0.11305401,0.3283,0.10778088,0.03275158,51.092228,-1.1159246,36.238556,9.377947,87.945885,36.473484,41.1032,-8.759343,1.4852372,4.669105,21.800543,1.446736
6_908,0.9681588,-1.1384766,-0.13212991,0.3859578,0.14896342,0.07987742,55.149193,0.0,35.94621,10.64466,113.30879,35.755337,35.72369,-9.492313,1.6086576,5.5120606,30.382812,0.9594412
6_909,0.94948167,-1.0759737,-0.12436875,0.3283112,0.10778824,0.027623419,50.72989,0.0,36.395657,9.569241,91.57036,36.620777,38.888412,-8.984628,1.5440866,4.777185,22.821497,1.2985983
6_910,0.9831068,-1.412949,-0.13250183,0.40067416,0.16053978,0.011893636,57.65891,0.0,35.60245,10.565471,111.62918,36.664803,33.546623,-11.975254,1.3967984,6.111742,37.35339,0.91100526
6_911,0.9794909,-1.0899681,-0.12268119,0.3589133,0.12881877,0.037977085,53.561134,-0.46885073,36.00284,9.767367,95.40147,36.332718,37.88534,-13.540225,1.6000403,5.301959,28.110767,1.2194663
6_912,0.96081835,-1.3856193,-0.12217668,0.33855182,0.11461734,0.022674741,55.391712,0.0,36.081657,9.568903,91.56391,37.064045,36.781357,-10.630714,1.3648585,5.163238,26.659027,1.3099833
6_913,0.9816681,-1.203872,-0.13574447,0.35993582,0.1295538,0.033889897,55.262733,0.0,36.133022,9.905744,98.12376,37.044147,31.581896,-13.165599,1.4559761,5.6436415,31.85069,1.1387799
6_914,0.97663087,-1.3935708,-0.14728913,0.35825303,0.12834524,-0.03971768,57.372158,0.0,36.25215,9.967323,99.34754,37.49961,30.45892,-11.692353,1.4865416,5.878026,34.55119,1.3992759
6_915,0.97815615,-1.0381073,-0.13066627,0.32354113,0.10467886,-0.013149831,50.987263,0.0,36.325718,9.503747,90.321205,37.197525,37.04522,-11.603059,1.5631089,5.054506,25.54803,1.5564821
6_916,0.9803914,-1.0002906,-0.12968749,0.37522352,0.14079268,0.065410465,52.441433,-0.041985136,36.098198,9.852541,97.07256,36.31401,34.820007,-12.462182,1.6191736,5.491404,30.15552,1.4856863
6_917,0.9863603,-1.3817862,-0.15650854,0.40229487,0.16184115,0.023599926,57.930645,0.0,35.84207,11.26773,126.96172,36.836906,30.99565,-13.029766,1.6844938,6.3176355,39.91252,1.548455
6_918,0.97721225,-1.521899,-0.14026663,0.39235362,0.15394138,0.010267058,58.917088,0.0,35.886166,10.529337,110.86693,36.578575,32.766216,-14.609071,1.5465736,6.1184273,37.43515,1.1206498
6_919,0.9843505,-1.3286091,-0.13747795,0.3764404,0.14170738,0.029633228,55.535664,0.0,35.984776,10.096656,101.94246,36.818436,35.757042,-14.803309,1.5154017,5.7628264,33.21017,1.3617412
6_920,0.97845346,-1.3920555,-0.14282395,0.40376967,0.16302994,0.015916761,57.58867,0.0,35.694775,10.832851,117.35066,36.836823,31.11563,-13.340891,1.5178226,6.2251964,38.753067,1.136954
6_921,0.98029,-1.2531564,-0.14079618,0.37159872,0.1380856,0.0034474474,53.40532,0.0,35.953785,10.316748,106.43529,36.93573,36.237686,-12.418162,1.44479,5.8040924,33.68749,1.2089486
6_922,0.95585847,-1.2342486,-0.13015456,0.36920416,0.13631171,0.032899797,55.911892,0.0,36.26348,9.838837,96.80271,36.451073,32.53429,-8.772561,1.4814525,5.4924273,30.16676,0.97752607
6_923,0.98520094,-1.4329208,-0.14389956,0.38872594,0.15110786,0.0548579,57.686504,0.0,35.882645,10.448491,109.17097,37.05175,32.937283,-15.959691,1.4669031,6.0799127,36.965336,1.1463075
6_924,0.9815372,-1.3224361,-0.14078417,0.39513576,0.15613227,0.022146262,56.08407,0.0,35.92129,10.274152,105.558205,36.58512,34.12751,-13.436431,1.489748,6.020079,36.241352,1.0967098
6_925,0.9890516,-1.368056,-0.14047898,0.39858827,0.15887262,0.07064241,56.314823,0.0,35.838116,10.431282,108.811646,36.548943,34.232746,-15.547483,1.5094986,6.011397,36.136894,1.0687515
6_926,0.9458845,-1.2041457,-0.1269752,0.3509786,0.12318598,0.040096007,52.732765,0.0,36.13531,10.103901,102.08882,36.590347,36.616203,-9.951823,1.4244834,5.1772013,26.803413,1.0851574
6_927,0.98263896,-1.1043768,-0.13545269,0.3228252,0.104216106,-0.0062388303,53.695354,-0.1710476,36.382908,9.39995,88.35906,37.48139,34.0259,-13.010299,1.5102756,5.2123566,27.168661,1.4606489
6_928,0.9880525,-1.464189,-0.1389795,0.38312945,0.14678818,0.021031182,56.984425,0.0,35.839973,10.382041,107.78677,37.01236,36.013664,-11.458325,1.3963138,5.895499,34.756912,1.2550476
6_929,0.96599275,-1.2136294,-0.117721036,0.33881915,0.11479841,0.027323397,52.4463,0.0,36.10081,9.470922,89.698364,36.791687,36.779053,-10.668135,1.3693748,5.0441265,25.443214,1.0903752
6_930,0.9687611,-1.0943847,-0.121924564,0.34374416,0.11816005,0.052644923,51.56875,0.0,36.331383,9.528236,90.78729,36.3818,38.157295,-11.488384,1.4633664,4.9945183,24.945215,0.9978261
6_931,0.9702121,-1.0853349,-0.13766275,0.3968232,0.15746866,0.08845544,53.527187,-1.1140437,36.022823,10.286358,105.80915,35.993614,33.227,-10.991486,1.6347706,5.731068,32.845142,1.1370143
6_932,0.9756818,-1.2178497,-0.1416061,0.39928472,0.15942828,0.036132175,55.971127,0.0,35.90281,10.799656,116.632576,36.231087,35.373096,-12.267496,1.7273288,5.918893,35.03329,1.2448274
6_933,0.98960453,-1.4827539,-0.15039778,0.42521465,0.1808075,0.04824789,58.376335,0.0,35.56372,11.137991,124.05485,36.715485,33.542873,-15.807134,1.5102146,6.4633727,41.77519,0.79850394
6_934,0.96294427,-1.0603162,-0.12457268,0.3469583,0.120380074,0.074252486,53.963997,0.0,36.390213,9.529245,90.80651,36.340485,33.293686,-9.39359,1.4267122,5.1103883,26.116066,0.9369328
6_935,0.9879862,-1.4032274,-0.14858532,0.39066052,0.15261564,0.023184279,57.736336,0.0,35.91389,10.51612,110.588776,37.22066,31.968096,-15.698292,1.5050409,6.1891804,38.305954,1.1990128
6_936,0.97696024,-1.4804628,-0.13984191,0.41092032,0.16885552,0.080905564,57.440464,0.0,35.982338,10.652048,113.466125,35.812904,36.44462,-10.542154,1.4518293,5.9607797,35.53089,1.1041025
6_937,0.9773278,-1.1961854,-0.13046393,0.35933715,0.1291232,0.071394,55.004642,0.0,36.17916,9.693256,93.95922,36.758575,31.167418,-13.7084255,1.4523875,5.5151095,30.416433,1.0337571
6_938,0.98340344,-1.2818826,-0.14643624,0.39209348,0.15373729,0.034215122,55.686436,-0.13870226,36.050716,10.331972,106.74965,36.609318,32.087784,-13.629357,1.6157091,6.021462,36.258007,1.4209573
6_939,0.97639126,-1.0745819,-0.12781595,0.31335267,0.0981899,-0.0038511558,49.98461,-1.3169649,36.39389,9.522262,90.67347,36.953995,39.776905,-11.489633,1.6423273,4.816798,23.201544,1.5975357
6_940,0.95906323,-1.2083752,-0.13306187,0.37459052,0.14031805,0.04543065,55.668148,-0.06895696,36.335823,9.866884,97.35541,36.32962,33.16999,-8.88805,1.4568661,5.4934874,30.178406,0.8490591
6_941,0.9806336,-1.0406537,-0.13086428,0.35984913,0.12949139,-0.0063728346,52.521843,-1.0319631,36.124813,9.700282,94.09547,36.526424,38.522743,-12.8324795,1.6526327,5.397042,29.128061,1.4354603
6_942,0.9862901,-1.2847096,-0.14247014,0.4043643,0.16351049,0.020837873,56.794647,0.0,35.806,10.8160715,116.987404,36.43393,34.06743,-12.0689745,1.5575144,6.150886,37.8334,1.2374008
6_943,0.9833959,-1.2157893,-0.12568256,0.38317862,0.14682585,0.04856614,55.427494,0.0,35.78949,10.084264,101.69238,36.543297,34.042355,-14.046328,1.4427092,5.727515,32.804432,1.1621891
6_944,0.9730778,-1.1465915,-0.14676824,0.39839655,0.15871982,0.038267903,55.328804,0.0,36.120564,10.658985,113.61396,36.366512,34.505394,-9.614648,1.5892851,5.953615,35.445534,1.2459451
6_945,0.9428786,-1.1029184,-0.13377778,0.37284142,0.13901071,0.0727799,53.870136,0.0,36.05854,10.038847,100.77846,36.641735,31.973705,-11.924852,1.4683071,5.6330185,31.730896,1.0879853
6_946,0.9912255,-1.3219919,-0.14081244,0.3876026,0.15023577,0.024657717,55.13548,0.0,35.902287,10.344953,107.018036,36.76993,36.530575,-14.142319,1.5149703,5.9349327,35.223427,1.3881402
6_947,0.98870766,-1.2542946,-0.13047484,0.35324103,0.124779224,0.05817032,54.02247,0.0,36.065292,9.8429785,96.88422,36.832825,35.841007,-15.401644,1.4637284,5.421771,29.3956,1.2642999
